843840907375984600, File op A1 Stilstaand verkeer #A1 #A1_NAA #file #fileleed #verkeer https://t.co/DidLFbpurb, 52.28482, 5.18372, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1490022324781, , , 
843841255591305200, #Software ontwikkeling Senior iOS Developer (QR4556) - Functie: Senior iOS Developer (QR4556)  Start: 10-4-2017, ... https://t.co/vPDQt5Xh87, 52.37403, 4.88969, <a href="http://www.4-freelancers.nl" rel="nofollow">AddTweet</a>, 168489388, nl, 1490022407802, , , 
843841399292379100, Amsterdam - Josephus.Jittastraat verdachte situatie: 2 Marokkaanse jongens, ong. 20 jaar, kort zwart haar, normaal...https://t.co/IZ7FXVVmT1, 52.37944407, 4.81448186, <a href="http://www.burgernetnl.nl" rel="nofollow">BurgernetNL App</a>, 1870524908, nl, 1490022442063, , , 
843841802838970400, A2 13160 Rit 33385 Amsterdam Leidsestraat 1017NX 83 th https://t.co/Ak8s120OlV #p2000, 52.365112, 4.8847498, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490022538276, , , 
843841823432835100, #Egaylity -  Ouders weigeren uitnodiging homohuwelijk - Een eerste wetsontwerp rond het homohuwelijk dateert al van… https://t.co/osmh3oog6a, 52.37722611, 4.89824219, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 186899860, nl, 1490022543186, , , 
843841824707960800, #Egaylity -  Geen alcohol en tabak in 'gezonde' supermarkt op Radboud Universiteit - Nijmeegse studenten kunnen… https://t.co/UobzhJvA1p, 52.37722611, 4.89824219, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 186899860, nl, 1490022543490, , , 
843841830064025600, #Egaylity -  Ouders weigeren uitnodiging homohuwelijk - Een eerste wetsontwerp rond het homohuwelijk dateert al van… https://t.co/aQ1kez19af, 52.44168021, 4.90868926, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 208056970, nl, 1490022544767, , , 
843841831506911200, #Egaylity -  Geen alcohol en tabak in 'gezonde' supermarkt op Radboud Universiteit - Nijmeegse studenten kunnen… https://t.co/1xnhqp2MTC, 52.44168021, 4.90868926, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 208056970, nl, 1490022545111, , , 
843841833285304300, #Egaylity -  Ouders weigeren uitnodiging homohuwelijk - Een eerste wetsontwerp rond het homohuwelijk dateert al van… https://t.co/gO3cxX5ICq, 52.37722611, 4.89824219, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 208056970, nl, 1490022545535, , , 
843841835168546800, #Egaylity -  Geen alcohol en tabak in 'gezonde' supermarkt op Radboud Universiteit - Nijmeegse studenten kunnen… https://t.co/UGlcCJ4vUJ, 52.37722611, 4.89824219, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 208056970, nl, 1490022545984, , , 
843844137355001900, A1 13111 Rit 33387 Amsterdam Louwesweg 1066EC 6 Slotervaart Ziekenhuis https://t.co/0dVAugOXLs #p2000, 52.3471776, 4.8240178, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490023094868, , , 
843844399180234800, B1 13190 Rit 33388 Amsterdam Jan Tooropstraat 1061AE 164 OLVGW seh https://t.co/SJV3XQ4byt #p2000, 52.3703613, 4.8395754, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490023157292, , , 
843844593296822300, A1 13111 Rit 33387 Amsterdam Louwesweg 1066EC 6 Slotervaart Ziekenhuis https://t.co/EdaQsQr6xD #p2000, 52.3471776, 4.8240178, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490023203573, , , 
843844682090274800, File op A6 Stilstaand verkeer #A6 #A6_SIN #file #fileleed #verkeer https://t.co/fagxn8N1WC, 52.92516, 5.77888, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1490023224743, , , 
843844942892089300, I'm at Station Amsterdam Centraal in Amsterdam, Noord-Holland https://t.co/TfY7Gm6PMM, 52.37878332, 4.89965493, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 275588575, nl, 1490023286923, , , 
843846153682600000, Als Radio Adverteerder van het Jaar mogen we hier natuurlijk niet ontbreken.. Net binnen… https://t.co/2rkVgoAAXw, 52.34123, 4.88991, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 22126007, nl, 1490023575598, , , 
843846681284218900, #pasen in aantocht (@ Burgemeester Amersfoordt School in Badhoevedorp, Nederland) https://t.co/c8m0Pn3KnL https://t.co/5UA3T6dWke, 52.33580935, 4.78301351, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 126396393, nl, 1490023701388, , , 
843846683347894300, #pasen in aantocht (@ Burgemeester Amersfoordt School in Badhoevedorp, Nederland) https://t.co/c8m0Pn3KnL https://t.co/azoc4dwejq, 52.33580935, 4.78301351, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 126396393, nl, 1490023701880, , , 
843846684429996000, #pasen in aantocht (@ Burgemeester Amersfoordt School in Badhoevedorp, Nederland) https://t.co/c8m0Pn3KnL https://t.co/wRxzyojqmv, 52.33580935, 4.78301351, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 126396393, nl, 1490023702138, , , 
843846687970025500, #pasen in aantocht (@ Burgemeester Amersfoordt School in Badhoevedorp, Nederland) https://t.co/c8m0Pn3KnL https://t.co/BqUeeikpek, 52.33580935, 4.78301351, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 126396393, nl, 1490023702982, , , 
843847118766915600, #alarm Ongeval Letsel Burgemeester van Stamplein Hoofddorp - Burgemeester van Stamplein 150-152, 2132 BH Hoofddorp, Netherlands, 52.301874, 4.6917043, <a href="http://www.copspotter.nl" rel="nofollow">Cop Spotter</a>, 224671737, nl, 1490023805692, , , 
843847129496014800, #ICDirect 941 (V 16:37 van Amsterdam Airport) naar Amsterdam Centraal is 6 minuten vertraagd., 52.30944443, 4.76194429, <a href="https://sites.google.com/site/failrahsl/" rel="nofollow">FailraBot</a>, 278708054, nl, 1490023808250, , , 
843847144092155900, B1 13401 Rit 33394 Amsterdam Oosterpark 1091AC 9 OLVGO B3 lounge https://t.co/RMNa6HBt5P #p2000, 52.3591188, 4.916442, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490023811730, , , 
843847208709644300, File op E30 Stilstaand verkeer #E30 #E30_A28 #file #fileleed #verkeer https://t.co/cDs1DCIpdb, 52.0929, 5.17463, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1490023827136, , , 
843847229135896600, File op S107 Stilstaand verkeer #S107 #S107_N21 #file #fileleed #verkeer https://t.co/lRz3q6hssd, 51.9203, 4.53456, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1490023832006, , , 
843847790035791900, SITTARD-GELEEN: Afloopbericht Burgernet Sittard.
De gezochte man is in goede gezondheid aangetroffen. Bedankt v https://t.co/vYELIXyQq2, 51.00826317, 5.87317118, <a href="http://www.burgernet.nl" rel="nofollow">Burgernet Provincie LB Koppeling</a>, 330864018, nl, 1490023965735, , , 
843847898836156400, Sittard-Geleen - Afloopbericht Burgernet Sittard. De gezochte man is in goede gezondheid aangetroffen. Bedankt voo...https://t.co/SvpVWKaDx4, 51.00826317, 5.87317118, <a href="http://www.burgernetnl.nl" rel="nofollow">BurgernetNL App</a>, 1870524908, nl, 1490023991675, , , 
843848174494236700, #R1/Ring Antwerpen Ring 2 (Nederland) ter hoogte van Linkeroever Ongeval, 2 rijstroken versperd sinds 20/03/2017 16:31, 51.2145, 4.3608, <a href="http://www.touringmobilis.be" rel="nofollow">Automatic Traffic Update</a>, 55241812, nl, 1490024057397, , , 
843848199093833700, A2 13104 Rit 33395 Amsterdam Wittenburgerkade 1018LK 47 https://t.co/M90EEdUYNN #p2000, 52.371001, 4.919387, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490024063262, , , 
843849725036118000, File op A4 Stilstaand verkeer #A4 #A4_SHH #file #fileleed #verkeer https://t.co/QMw1byFAbH, 52.00199, 4.31185, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1490024427075, , , 
843850559278989300, Seizoen afgesloten met leuke clinic voor alle sponsoren!

#afterpay #frieslandlease #icepeak… https://t.co/jiMLmukD6K, 52.34873161, 4.94498557, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 69045968, nl, 1490024625974, , , 
843850977086242800, File op A59 Stilstaand verkeer #A59 #A59_OSS #file #fileleed #verkeer https://t.co/AwWgnqPVMf, 51.73269, 5.56803, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1490024725587, , , 
843850995226607600, File op A28 Stilstaand verkeer #A28 #A28_DEN #file #fileleed #verkeer https://t.co/JwLwCvVhec, 52.10513, 5.25303, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1490024729912, , , 
843851016957255700, File op N236 Stilstaand verkeer #N236 #N236_DMK #file #fileleed #verkeer https://t.co/a0ItZmYTSu, 52.31276, 4.9893, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1490024735093, , , 
843851320830365700, Het was leuk! -&gt; Impressie LinkedIn lezing voor The Walt Disney company. #waltdisney #linkedin… https://t.co/hEf11SsK54, 52.29166487, 4.69990996, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 262079340, nl, 1490024807542, , , 
843852203920179200, #R1/Ring Antwerpen Ring 2 (Nederland) ter hoogte van Linkeroever Ongeval afgehandeld sinds 20/03/2017 16:47, 51.2145, 4.3608, <a href="http://www.touringmobilis.be" rel="nofollow">Automatic Traffic Update</a>, 55241812, nl, 1490025018087, , , 
843852249671635000, File op A28 Stilstaand verkeer #A28 #A28_QHD #file #fileleed #verkeer https://t.co/s9Md9iGM7g, 52.10513, 5.25303, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1490025028995, , , 
843852750773477400, Verwarde dame, Meeuwenveld, 2727AK, u hoeft niet meer uit te kijken, dame is in goede gezondheid aangetroffen. Bedankt voor uw medewerking., 52.0694347, 4.5101453, <a href="http://damnet.nl/?to=sms2twitter" rel="nofollow">Burgernet2Tweet</a>, 122981077, nl, 1490025148467, , , 
843852828049391600, ZOETERMEER: verwarde dame, Meeuwenveld, 2727AK, u hoeft niet meer uit te kijken, dame is in goede gezondheid aan https://t.co/W7d5CcR4iq, 52.06900785, 4.50980543, <a href="http://www.burgernet.nl" rel="nofollow">Burgernet Provincie ZH Koppeling</a>, 410939638, nl, 1490025166891, , , 
843852943099084800, Zoetermeer - verwarde dame, Meeuwenveld, 2727AK, u hoeft niet meer uit te kijken, dame is in goede gezondheid aang...https://t.co/igPQA0UWV0, 52.06900785, 4.50980543, <a href="http://www.burgernetnl.nl" rel="nofollow">BurgernetNL App</a>, 1870524908, nl, 1490025194321, , , 
843853506440282100, File op A10 Langzaam rijdend tot stilstaand verkeer #A10 #A10_GEU #file #fileleed #verkeer https://t.co/fgp3TzuX4J, 52.36148, 4.84227, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1490025328632, , , 
843853525713141800, File op A2 Stilstaand verkeer #A2 #A2_RIN #file #fileleed #verkeer https://t.co/6mKMLrfNJB, 52.12383, 5.02187, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1490025333227, , , 
843854342696259600, Ik noem dit werk "Stilleven van mijn vrouw 5". @ Paleis Van Vollenhovenlaan https://t.co/j65BpDP6yx, 52.077179, 5.094709, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 51803051, nl, 1490025528011, , , 
843854652898771000, B1 13160 Rit 33403 Amsterdam De Boelelaan 1081HV 1117 VU 5D ehh https://t.co/sE4RMtNDhe #p2000, 52.3349075, 4.8731634, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490025601969, , , 
843854654110949400, STEINEL partner van Building Holland 2017 #partner #BuildingHolland https://t.co/E8U476JfsZ, 52.3372231, 4.8902779, <a href="http://www.buildingholland.nl" rel="nofollow">Building Holland</a>, 380793816, nl, 1490025602258, , , 
843854677410308100, De #julianabrug in #zaandam #zaandijk ging open om 16:58 en zal 4 minuten open zijn. Zie https://t.co/zCqSr3mrjr #brugopen, 52.471471, 4.813427, <a href="https://brugopen.nl" rel="nofollow">BrugOpen</a>, 3375579785, nl, 1490025607813, , , 
843854824592621600, ❤️💜💙 @ Amsterdam, Netherlands https://t.co/zbHdvXpPzW, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 392920600, nl, 1490025642904, , , 
843855499103748100, I'm at Amsterdamse Grachten | Amsterdam Canals in Amsterdam, Noord-Holland https://t.co/H8otWjMN8m, 52.36649951, 4.88802187, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 109359307, nl, 1490025803720, , , 
843855525586653200, I'm at Roy's Living room in Koog-Zaandijk https://t.co/pVotbLhaZ0, 52.47040113, 4.83966442, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 162110102, nl, 1490025810034, , , 
843855923529572400, Begonnen aan nieuwe fase: Werken in de #zorg. Ervaring opdoen in 'huiskamer' De Viool op Den… https://t.co/jW8QBPw93h, 52.31350849, 4.58846066, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 2219520884, nl, 1490025904911, , , 
843856025862193200, File op A2 Stilstaand verkeer #A2 #A2_BRE #file #fileleed #verkeer https://t.co/TW1nJPTzNU, 52.14947, 4.99828, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1490025929309, , , 
843856933106958300, De #julianabrug in #zaandam #zaandijk is weer dicht. Zie https://t.co/zCqSr3mrjr #brugopen, 52.471471, 4.813427, <a href="https://brugopen.nl" rel="nofollow">BrugOpen</a>, 3375579785, nl, 1490026145613, 843854677410308100, 3375579785, OpenBrug
843856954703323100, NL |  Bijna 90 procent van de Nederlanders is gelukkig' - Iemands gezondheid bepaalt sterk de mate van geluk. Van… https://t.co/ZgXHc0t76X, 52.39398971, 4.88725586, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 186899860, nl, 1490026150762, , , 
843856958427865100, NL |  Nederlanders webshoppen meer in China - Nederlanders shoppen online telkens vaker over de grens. Er wordt met… https://t.co/qay2CC8DVJ, 52.39398971, 4.88725586, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 186899860, nl, 1490026151650, , , 
843857330286542800, I'm at Natura @Artis Magistra in Amsterdam, Noord-Holland https://t.co/Olxp1wORAm, 52.36645476, 4.91485834, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 109359307, nl, 1490026240308, , , 
843857371868860400, Dag 1 van #radiodays zit er bijna op. #joe #alltheway #qmusic #youmakeusq #amsterdam @ RAI… https://t.co/Rq4SxK7OI0, 52.34123, 4.88991, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 279006596, nl, 1490026250222, , , 
843857521483960300, Prachtig werk van mijn #cursisten. Zaterdag 10 en woensdag 20 mei geef ik weer een dagworkshop… https://t.co/8HoO7jMJhH, 52.20891, 6.97463, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 237399361, nl, 1490026285893, , , 
843857525921529900, A1 13121 Rit 33404 Amsterdam Wingerdweg 1031BW 11 H https://t.co/V1sOOTia3O #p2000, 52.389257, 4.9134949, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490026286951, , , 
843857678573088800, #Egaylity -  Bijna 90 procent van de Nederlanders is gelukkig' - Iemands gezondheid bepaalt sterk de mate van… https://t.co/pI4UwW5J1P, 52.37722611, 4.89824219, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 186899860, nl, 1490026323346, , , 
843857679743254500, #Egaylity -  Nederlanders webshoppen meer in China - Nederlanders shoppen online telkens vaker over de grens. Er… https://t.co/3amevSrArZ, 52.37722611, 4.89824219, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 186899860, nl, 1490026323625, , , 
843857746856362000, #Egaylity -  Bijna 90 procent van de Nederlanders is gelukkig' - Iemands gezondheid bepaalt sterk de mate van… https://t.co/VtLbedzH2N, 52.44168021, 4.90868926, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 208056970, nl, 1490026339626, , , 
843857755475652600, #Egaylity -  Nederlanders webshoppen meer in China - Nederlanders shoppen online telkens vaker over de grens. Er… https://t.co/CBTv6rsWMe, 52.44168021, 4.90868926, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 208056970, nl, 1490026341681, , , 
843857759560912900, #Egaylity -  Bijna 90 procent van de Nederlanders is gelukkig' - Iemands gezondheid bepaalt sterk de mate van… https://t.co/b80ua2rUyV, 52.37722611, 4.89824219, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 208056970, nl, 1490026342655, , , 
843857761716727800, #Egaylity -  Nederlanders webshoppen meer in China - Nederlanders shoppen online telkens vaker over de grens. Er… https://t.co/0Sc65hEyyC, 52.37722611, 4.89824219, <a href="https://dlvrit.com/" rel="nofollow">dlvr.it</a>, 208056970, nl, 1490026343169, , , 
843858543371587600, File op A15 Stilstaand verkeer #A15 #A15_SQM #file #fileleed #verkeer https://t.co/XWYIv5XQ9G, 51.84535, 4.94612, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1490026529530, , , 
843858558907273200, File op A58 Stilstaand verkeer #A58 #A58_SJP #file #fileleed #verkeer https://t.co/oGZ1PD56b1, 51.50278, 5.29243, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1490026533234, , , 
843858576062009300, File op A58 Stilstaand verkeer #A58 #A58_GBH #file #fileleed #verkeer https://t.co/HL1IZ8MLYn, 51.5398, 5.04502, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1490026537324, , , 
843859233036795900, P 1 Meting (Aardgas) , Van Nijenrodeweg 76 Amsterdam [ 13GG02 13ASV1 ] https://t.co/xaKrxILN8N #p2000, 52.3271708, 4.8668254, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490026693959, , , 
843859420446687200, economie 📚 (@ Evelien's bureau in Hamme) https://t.co/9FSiw3U98U, 51.09111372, 4.12609259, <a href="http://foursquare.com" rel="nofollow">Foursquare</a>, 592771407, nl, 1490026738641, , , 
843859782943440900, Ik wil even iedereen super erg bedanken voor het stemmen, delen en alles wat jullie gedaan… https://t.co/Ir1Vz5UPXF, 52.35883162, 4.91001354, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 157449960, nl, 1490026825067, , , 
843859822235869200, File op N702 Stilstaand verkeer #N702 #N702_RKG #file #fileleed #verkeer https://t.co/Cwqe8VCE5o, 52.34414, 5.17534, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1490026834435, , , 
843859845891735600, File op A15 Langzaam rijdend tot stilstaand verkeer #A15 #A15_LPH #file #fileleed #verkeer https://t.co/A0fCVJ9tpR, 51.83407, 4.88877, <a href="http://www.tomtom.com" rel="nofollow">Jamnet-NL</a>, 704264353940414500, nl, 1490026840075, , , 
843859949847564300, A1 13342 Rit 33410 Amsterdam Overtoom 1054JM 333 H https://t.co/NOKQPhkSII #p2000, 52.3600077, 4.8641818, <a href="http://watiserloos.in/" rel="nofollow">watiserloos.in</a>, 51239975, nl, 1490026864860, , , 
843859969778765800, Mijn leven is een bron van inspiratie. Quotes aan de lopende band #thankmelater #quoteoftheday… https://t.co/MgInVnHPPP, 52.3731, 4.8922, <a href="http://instagram.com" rel="nofollow">Instagram</a>, 69248242, nl, 1490026869612, , , 
